lat,lng,loc
32.7062,35.1924,מנשית זבדה
32.8442,35.4232,מסד
32.6823,35.5977,מסדה
32.4974,35.4747,מסילות
31.8014,35.0095,מסילת ציון
31.3253422,34.5885811,מסלול
33.2321,35.7556,מסעדה
32.8907,35.4046,מע'אר
32.3642,34.9057,מעברות
31.392,34.5943,"מעגלים, גבעולים, מלילות"
32.7063,35.6006,מעגן
32.5587,34.9178,מעגן מיכאל
32.4941,35.5508,מעוז חיים
31.4146,35.1639,מעון
31.8557,34.7379,מעון צופיה
33.0169,35.2636,מעונה
33.2393,35.6094,מעיין ברוך
32.5685,34.9406,מעיין צבי
33.0272,35.2563,מעיליא
31.7774,35.298,מעלה אדומים
32.0713,35.4039,מעלה אפרים
32.4761,35.4206,מעלה גלבוע
32.8883,35.686,מעלה גמלא
31.8174,35.1094,מעלה החמישה
31.4871,35.1651,מעלה חבר
32.0544,35.2395,מעלה לבונה
31.8791,35.3059,מעלה מכמש
32.5541,35.1825,מעלה עירון
31.5969,35.2294,מעלה עמוס
32.8894,35.3314,מעלה צביה
31.6494,35.2589,מעלה רחבעם
32.1654,35.0697,מעלה שומרון
33.015,35.276,מעלות תרשיחא
32.458,35.0266,מענית
32.0635,34.8926,מעש
31.5022,34.5617,מפלסים
31.3114,35.3627,מצדה
33.0623,35.1557,מצובה
31.591,35.3933,מצוקי דרגות
31.9064,34.8713,מצליח
32.79,35.5079,מצפה
32.837951,35.201059,מצפה אבי''ב
32.4614,35.0689,מצפה אילן
31.8157,35.3954,מצפה יריחו
32.8017,35.3835,מצפה נטופה
30.6102,34.8019,מצפה רמון
31.5689,35.4004,מצפה שלם
32.4402,35.0477,מצר
32.03,34.7829,מקווה ישראל
33.2165,35.5444,מרגליות
33.1326,35.7771,מרום גולן
30.888,34.8282,מרחב עם
32.6048,35.316,מרחביה מושב
32.6059,35.3073,מרחביה קיבוץ
31.4173,35.3785,מרחצאות עין גדי
31.7738,35.5038,מרכז אזורי מגילות
32.8588,35.2598,מרכז אזורי משגב
32.5017,34.8925,מרכז ימי קיסריה
32.64726,34.964089,מרכז מיר''ב
31.6969,34.7073,מרכז שפירא
31.2812,35.0534,מרעית
31.004,34.785,משאבי שדה
31.8191,34.7392,משגב דב
33.2476,35.5485,משגב עם
32.7389,35.3225,משהד
32.1124,35.4914,משואה
31.7026,34.69,משואות יצחק
32.3179,35.5028,משכיות
31.8725,34.9433,משמר איילון
31.8236,34.9007,משמר דוד
33.0035,35.5983,משמר הירדן
31.3648,34.718,משמר הנגב
32.6101,35.1427,משמר העמק
32.0109,34.8223,משמר השבעה
32.3563,34.9043,משמר השרון
32.4865,34.9839,משמרות
32.2276,34.9221,משמרת
31.6569,34.6216,משען
31.8233,34.6994,מתחם בני דרום
32.1384,34.8045,מתחם פי גלילות
31.3095,34.8982,מתחם צומת שוקת
32.1594,34.9732,מתן
33.0417,35.3567,מתת
31.9297,35.035,מתתיהו
32.787,35.6932,נאות גולן
30.9334,35.3781,נאות הכיכר
33.1598,35.5956,נאות מרדכי
30.0491,35.0281,נאות סמדר
32.6082,35.3937,נעורה
31.2198,34.8825,נבטים
31.8329,35.1811,נבי סמואל
31.6625,34.6796,נגבה
31.4931,34.9833,נגוהות
31.6213,34.7045,נהורה
32.6908,35.1961,נהלל
33.0085,35.0981,נהריה
32.8329,35.7836,נוב
31.6257,34.6953,נוגה
31.1622,34.3298,נווה
32.589,35.5545,נווה אור
33.26202,35.740574,נווה אטי''ב
31.8076,35.0809,נווה אילן
32.4917,35.5322,נוה איתן
31.6763,35.1433,נווה דניאל
31.1521,35.3648,נווה זוהר
33.0274,35.1843,נווה זיו
30.0398,35.0365,נווה חריף
32.6798,34.9319,נווה ים
32.1717,34.9394,נווה ימין
32.1327,34.9255,נווה ירק
31.8068,34.7412,נווה מבטח
31.6728,35.0037,נווה מיכאל - רוגלית
31.8174,34.9783,נווה שלום
31.5686,34.7882,נועם
31.8712,34.9913,נוף איילון
32.0982,35.2359,נופי נחמיה
31.8235,35.3199,נופי פרת
32.1555,35.0998,נופים
32.7634,35.1483,נופית
32.0437,34.9203,נופך
31.6458,35.2504,נוקדים
32.3147,34.8968,נורדיה
32.5432,35.3558,נורית
31.6288,34.9527,נחושה
31.4727,34.4977,נחל עוז
31.66,34.7928,נחלה
31.9735,35.1404,נחליאל
32.0586,34.9136,נחלים
31.7665,35.0036,נחם
32.9347,35.3165,נחף
32.6131,34.9222,נחשולים
31.8316,34.956,נחשון
32.0632,34.947,נחשונים
33.0654,35.3234,נטועה
32.8541,35.7526,נטור
31.4761,34.9268,נטע
31.9457,34.7751,נטעים
31.8313,35.0696,נטף
31.963415,35.04727,ניל''י
32.631,35.3494,נין
31.7375,34.6308,ניצן
30.886,34.4226,ניצנה
32.3061,35.0033,ניצני עוז
31.7178,34.6346,ניצנים
32.1976,34.9494,ניר אליהו
31.6712,34.755,ניר בנים
31.8255,34.6825,ניר גלים
32.5041,35.4576,ניר דוד
31.608906,34.714282,ניר ח''ן
31.236,34.3567,ניר יצחק
31.6922,34.6381,ניר ישראל
31.4775,34.6301,ניר משה
31.3097,34.4021,ניר עוז
32.6991,34.9925,ניר עציון
31.4699,34.6462,ניר עקיבא
31.9544,34.8615,ניר צבי
31.3357,34.3941,נירים
32.1462,34.9848,נירית
33.2453,35.7516,נמרוד
31.7442,35.0594,נס הרים
32.9655,35.1216,נס עמים
31.9321,34.8013,נס ציונה
32.3713,34.8614,נעורים
31.9626,35.066,נעלה
31.9076,35.4662,נעמה
31.8832,34.8592,נען
31.9682,35.4539,נערן
31.8214,34.8626,נצר חזני
31.9228,34.8212,נצר סרני
32.6996,35.3035,נצרת
32.71,35.3227,נוף הגליל
31.954293,35.127604,נריה
32.7649,35.0492,נשר
31.9894,35.4433,נתיב הגדוד
31.687184,34.982523,נתיב הל''ה
31.5724,34.5393,נתיב העשרה
32.9912,35.1307,נתיב השיירה
31.4232,34.5953,נתיבות
32.3001,34.8727,נתניה - מזרח
32.3095,34.8542,נתניה - מערב
32.9431,35.3436,סאג'ור
33.0287,35.3946,סאסא
32.0456,34.8766,סביון
31.6695,34.7784,סגולה
32.7669,35.1682,סואעד חמירה
32.6056,35.3343,סולם
31.3866,35.1204,סוסיא
31.2383,34.342,סופה
32.1473,34.8063,סינמה סיטי גלילות
32.8642,35.2945,סכנין
32.8932,35.3705,סלמה
32.2426,35.0513,סלעית
29.834,35.0222,סמר
32.5224,35.3244,סנדלה
31.3618,34.901,סנסנה
31.4702,34.5344,סעד
31.251,34.9528,סעייה-מולדה והפזורה
33.0287,35.1092,סער
30.6139,35.1845,ספיר
33.0131,35.4402,ספסופה - כפר חושן
31.8899,34.8421,סתריה
33.0488,35.1791,עבדון
30.7923,34.7687,עבדת
32.9911,35.1,עברון
33.2728,35.6242,ע'ג'ר
31.6975,34.912,עגור
32.7824,35.1734,עדי
32.0398,35.3352,עדי עד
32.1388,34.9091,עדנים
31.593,34.7645,עוזה
32.7906,35.3269,עוזייר
32.332,34.9853,עולש
31.2643,34.8499,עומר
32.6219,34.9835,עופר
32.0186,35.0446,עופרים
31.6377,34.7051,עוצם
30.7922,34.4724,עזוז
31.7362,34.6714,עזר
32.2628,34.9711,עזריאל
31.8905,34.9119,עזריה
31.7517,34.6948,עזריקם
32.0012,35.177,עטרת
30.8063,35.2999,עידן
31.9158,34.7681,עיינות
32.8379,35.4,עילבון
32.7173,35.2615,עילוט
32.63,34.9443,עין איילה
32.9408,35.401,עין אל אסד
32.4915,35.1175,עין אל-סהלה
31.2002,35.3625,עין בוקק
32.7834,35.6401,עין גב
31.4512,35.3836,עין גדי
32.6555,35.4164,עין דור
31.2809,34.4434,עין הבשור
32.7003,34.9827,עין הוד
32.3859,34.94,עין החורש
32.9026,35.093,עין המפרץ
32.47071,35.501973,עין הנצי''ב
32.6297,35.0822,עין העמק
32.5968,35.1004,עין השופט
31.3517,34.4035,עין השלושה
32.2645,34.9307,עין ורד
33.0965,35.7963,עין זיוון
32.6914,34.9991,עין חוד
30.7972,35.2453,עין חצבה
32.5631,35.3917,עין חרוד
30.6588,35.2397,עין יהב
33.0093,35.229,עין יעקב
32.9194,35.4301,עין כמונים
32.6779,34.9537,עין כרמל
32.7243,35.3534,עין מאהל
31.7939,35.1197,עין נקובא
32.4844,35.0101,עין עירון
31.6949,34.7187,עין צורים
33.2367,35.7313,עין קנייא
31.7906,35.1165,עין ראפה
32.4619,35.0067,עין שמר
32.2749,34.9342,עין שריד
30.9436,35.3741,עין תמר
32.9097,35.4237,עינבר
32.0819,34.9375,עינת
30.809,35.2444,עיר אובות
32.9331,35.0827,עכו
32.8984,35.0863,עכו - אזור תעשייה
31.453,34.5147,עלומים
32.0712,35.2669,עלי
32.0722,35.0641,עלי זהב
33.0519,35.4996,עלמה
31.8321,35.2968,עלמון
32.9977,35.5248,עמוקה
32.0464,35.3283,עמיחי
31.7517,35.1424,עמינדב
32.9304,35.5405,עמיעד
32.5646,35.0203,עמיקם
33.1777,35.6198,עמיר
32.1607,35.136,עמנואל
32.9777,35.1618,עמקה
32.2836,35.1252,ענב
32.7207,35.0591,עספיא
32.6105,35.2879,עפולה
31.9551,35.2603,עפרה
32.1194,35.0464,עץ אפרים
32.8658,35.2523,עצמון - שגב
32.8537,35.3372,עראבה
33.0888,35.2288,ערב אל עראמשה
32.8881,35.2901,ערב אל-נעים
31.2614,35.2149,ערד
31.7328,34.7762,ערוגות
32.4963,35.0973,ערערה
31.1561,35.023,ערערה בנגב
31.373,35.0435,עשאהל
31.8249,34.7475,עשרת
32.6909,34.9429,עתלית
31.4388,35.0282,עתניאל
30.3626,35.1551,פארן
31.9532,34.7675,פארק תעשיות פלמחים
31.7682,34.7552,פארק תעשייה ראם
32.0625,35.0526,פדואל
31.3263,34.6121,פדויים
31.8578,34.8838,פדיה
32.7198,35.5456,פוריה כפר עבודה
32.7438,35.5381,פוריה נווה עובד
32.7327,35.5462,פוריה עילית
32.5974,34.9519,פוריידיס
32.2771,34.9488,פורת
31.3278,34.56,פטיש
32.9336,35.233,פלך
31.9327,34.7069,פלמחים
31.5895,35.1951,פני קדם
31.7788,35.1533,פנימיית עין כרם
31.9,35.2239,פסגות
33.0478,35.3088,פסוטה
31.4383,34.6921,פעמי תש''ז
32.0435,35.4438,פצאל
32.9762,35.3358,פקיעין
32.4753,34.9771,פרדס חנה-כרכור
32.305,34.9117,פרדסיה
32.9331,35.4343,פרוד
31.222,34.3559,פרי גן
32.084,34.8878,פתח תקווה
31.867,34.8869,פתחיה
31.2039,34.5334,צאלים
33.0264,35.4167,צבעון
31.7844,35.118,צובה
31.2364,34.4287,"צוחר, אוהד"
32.1979,35.0107,צופים
32.1949,34.9201,צופית
30.5594,35.1815,צופר
30.4916,35.1654,צוקים
31.7194,35.097,צור הדסה
32.2415,34.998,צור יצחק
32.2989,34.9131,צור משה
32.2397,35.014,צור נתן
33.0065,35.3148,צוריאל
32.9043,35.2322,צורית גילון
32.7467,35.2764,ציפורי
31.8056,34.9318,צלפון
32.0043,34.8547,צפריה
31.6596,34.9443,צפרירים
32.9646,35.496,צפת
32.6478,34.9465,צרופה
31.7627,34.9669,צרעה
31.814,34.7191,קבוצת יבנה
32.2124,35.1574,קדומים
32.283,34.9119,קדימה-צורן
33.006,35.4683,קדיתא
31.7008,34.7749,קדמה
33.0295,35.6977,קדמת צבי
31.7544,35.3107,קדר
31.8141,34.7955,קדרון
32.8989,35.4716,קדרים
30.9034,34.3967,קדש ברנע
31.6626,34.7293,קוממיות
32.8444,35.2519,קורנית
29.9709,35.0614,קטורה
32.0514,35.3413,קידה
32.519,34.9045,קיסריה
31.4498,34.6791,קלחים
31.7499,35.4661,קליה
32.2858,34.9815,קלנסווה
33.1317,35.6839,קלע
32.4852,35.1087,קציר
31.0865,34.9979,קצר-א-סיר והפזורה
32.991,35.6899,קצרין
32.989259,35.710742,קצרין - אזור תעשייה
32.0549,34.8589,קריית אונו
32.8322,35.0884,קריית ביאליק
31.6196,34.766,"קריית גת, כרמי גת"
32.7132,35.1226,קריית טבעון - בית זייד
32.8493,35.0689,קריית ים
31.8028,35.0999,קריית יערים
32.8382,35.0795,קריית מוצקין
31.7302,34.747,קריית מלאכי
32.1173,35.1121,קריית נטפים
31.8099,35.1208,קריית ענבים
31.8625,34.822,קריית עקרון
31.5293,35.1156,קרית ארבע
32.8052,35.0925,קריית אתא
31.3142,34.5999,קריית חינוך מרחבים
33.2079,35.5702,קריית שמונה
32.1716,35.0975,קרני שומרון
32.9804,35.8085,קשת
32.9371,35.367,ראמה
32.9157,35.3727,ראס אל-עין
32.7729,35.1555,ראס עלי
33.0861,35.1135,ראש הנקרה
32.0958,34.9522,ראש העין
32.9704,35.5427,ראש פינה
31.6678,35.1253,ראש צורים
31.9723,34.8066,ראשון לציון - מזרח
31.981,34.7679,ראשון לציון - מערב
32.1187,35.1296,רבבה
31.774,34.8148,רבדים
31.0452,34.7211,רביבים
32.8506,35.4641,רביד
32.9775,35.0991,רגבה
32.5234,35.034,רגבים
31.4033,34.7582,רהט והפזורה
31.6487,34.7337,רווחה
32.4486,35.4731,רוויה
31.4974,34.7052,רוחמה
32.7881,35.3112,רומאנה
32.7776,35.3057,רומת אל הייב
32.2475,35.4895,רועי
32.3366,35.5186,רותם
32.4511,35.4896,רחוב
31.8928,34.8113,רחובות
32.1025,35.2578,רחלים
31.7759,34.9474,רטורנו - גבעת שמש
33.0499,35.4871,ריחאנייה
32.4688,35.1353,ריחן
32.7199,35.3177,ריינה
31.9354,35.3405,רימונים
32.0444,34.9285,רינתיה
32.7493,35.0996,רכסים
32.5287,35.2587,רם און
32.8504,35.6652,רמות
32.1651,34.8815,רמות השבים
31.8744,34.8552,רמות מאיר
32.5966,35.0575,רמות מנשה
33.1024,35.5533,רמות נפתלי
31.9316,34.8729,רמלה
32.0529,34.8416,רמת גן - מזרח
32.0706,34.8275,רמת גן - מערב
32.679,35.204,רמת דוד
32.2183,34.9383,רמת הכובש
32.5524,34.9453,רמת הנדיב
32.6094,35.0941,רמת השופט
32.1378,34.8403,רמת השרון
32.7935,35.1222,רמת יוחנן
32.704,35.166,רמת ישי
32.8441,35.8066,רמת מגשימים
32.592,35.4145,רמת צבי
31.7736,35.0744,רמת רזיאל
31.3387,34.6004,רנן
31.3862,34.4588,רעים
32.1848,34.8713,רעננה
32.8556,35.2642,רקפת
32.2019,34.8247,רשפון
32.4812,35.4788,רשפים
31.054,34.6909,רתמים
30.8333,34.7366,שאנטי במדבר
33.2263,35.6468,שאר ישוב
32.0545,35.3107,שבות רחל
31.4664,34.6386,שבי דרום
32.9821,35.083,שבי ציון
32.2637,35.1834,שבי שומרון
32.6863,35.4061,שבלי
31.1984,34.8397,שגב שלום והפזורה
31.2116,34.3357,שדה אברהם
32.7505,35.4224,שדה אילן
32.4419,35.5138,שדה אליהו
33.0465,35.5653,שדה אליעזר
30.8736,34.7931,שדה בוקר
31.5775,34.6834,שדה דוד
32.2087,34.9033,שדה ורבורג
31.6457,34.6768,שדה יואב
32.6976,35.1413,שדה יעקב
32.405,34.9922,שדה יצחק
31.611,34.8004,שדה משה
32.5251,35.4809,שדה נחום
33.1882,35.6231,שדה נחמיה
31.23,34.4184,שדה ניצן
31.7584,34.6782,שדה עוזיהו
31.4487,34.7132,שדה צבי
32.4926,34.8932,שדות ים
31.7214,34.9207,שדות מיכה
32.1585,34.9428,שדי חמד
32.4409,35.4842,שדי תרומות
31.8338,34.7401,שדמה
32.6962,35.4364,שדמות דבורה
32.3477,35.5306,שדמות מחולה
31.5313,34.5984,"שדרות, איבים, ניר עם"
31.9958,34.9488,שהם
31.7994,35.079,שואבה
31.4137,34.7458,שובל
33.0825,35.282,שומרה
31.4322,34.8841,שומריה
32.9515,35.095,שומרת
31.4221,34.5244,שוקדה
31.7975,35.0653,שורש
32.8927,35.2586,שורשים
32.3548,34.8568,שושנת העמקים
32.9339,35.3545,שזור
31.6184063,34.7240639,שחר
29.9041,34.9992,שחרות
31.3964,34.6081,שיבולים
30.1764,35.0167,שיטים
32.9938,35.1486,שייח' דנון
32.0544,35.2991,שילה
31.9212,35.0146,שילת
32.8492,35.2467,שכניה
31.5647,34.7688,שלווה
32.4726,35.4805,שלוחות
33.0726,35.1459,שלומי
31.1697,34.3032,שלומית
32.476,35.477,שלפים
33.1668,35.66,שמיר
31.3873,35.0127,שמעה
32.7325,35.2465,שמשית
31.3566,35.0699,שני ליבנה
33.2403,35.677,שניר
32.8897,35.2388,שעב
33.1165,35.7188,שעל
31.8702,34.9843,שעלבים
32.2907,34.9994,שער אפרים
32.6869,35.6047,שער הגולן
32.7226,35.1106,שער העמקים
32.4439,35.011,שער מנשה
32.1207,35.027,שערי תקווה
32.2166,34.8224,שפיים
31.6976,34.7282,שפיר
32.9446,35.4378,שפר
32.8058,35.17,שפרעם
32.4737,35.1684,שקד
31.5149,34.9373,שקף
32.7259,35.4672,שרונה
31.6786,34.9351,שריגים - ליאון
32.6631,35.2248,שריד
31.4048,34.6044,שרשרת
33.0859,35.3156,שתולה
31.7737,34.6844,שתולים
31.3717,34.6435,תאשור
31.3789,34.6304,תדהר
32.9285,35.2457,תובל
32.0186,35.4398,תומר
32.6811,35.1246,תחנת רכבת כפר יהושוע
32.1209,34.9345,תחנת רכבת ראש העין
31.7163,34.7614,תימורים
31.7503,34.8859,תירוש
32.0462,34.7654,תל אביב - דרום העיר ויפו
32.0578,34.7987,תל אביב - מזרח
32.0798,34.7772,תל אביב - מרכז העיר
32.1213,34.8203,תל אביב - עבר הירקון
33.2334,35.5827,תל חי
32.5567,35.3989,תל יוסף
32.2527,34.8724,תל יצחק
32.2566,34.9185,תל מונד
32.6574,35.3025,תל עדשים
31.2837,35.1038,תל ערד והפזורה
31.8804,35.2391,תל ציון
32.7064,35.6179,תל קציר
31.2476,34.8612,תל שבע
32.4425,35.4964,תל תאומים
31.5631,35.0312,תלם
31.2296,34.4291,תלמי אליהו
32.4472,34.975,תלמי אלעזר
31.4381,34.6448,תלמי ביל''ו
31.2,34.3638,תלמי יוסף
31.7536,34.7643,תלמי יחיאל
31.6169,34.6125,תלמי יפה
31.5634,34.672,תלמים
32.7038,35.2255,תמרת
32.3059,34.9626,תנובות
31.8013,34.972,תעוז
32.0717,34.9544,תעשיון חצב
31.9624,34.8533,תעשיון צריפין
31.3245,34.6792,תפרח
31.4485,34.5781,תקומה
31.4427,34.5716,חוות יזרעם
31.6528,35.2275,תקוע
31.3574,34.7383,תראבין א-צאנע והפזורה
31.7833,34.9802,תרום
