name,lat,lng,loc
ינוח-ג'ת,32.9816,35.2412,ינוח-ג'ת
ינון,31.7418,34.7809,ינון
יסוד המעלה,33.0536,35.589,יסוד המעלה
יסודות,31.8158,34.8656,יסודות
יסעור,32.9011,35.1666,יסעור
יעד,32.8812,35.2406,יעד
יעף,32.2683,34.9674,יעף
יערה,33.068,35.1861,יערה
יערות הכרמל,32.7073,35.0107,יערות הכרמל
יפיע,32.695,35.282,יפיע
יפית,32.0627,35.4743,יפית
יפעת,32.6759,35.224,יפעת
יפתח,33.1283,35.552,יפתח
יצהר,32.1685,35.2359,יצהר
יציץ,31.8632,34.8619,יציץ
יקום,32.2492,34.8419,יקום
יקיר,32.1498,35.1146,יקיר
יקנעם המושבה והזורע,32.6559,35.1152,יקנעם המושבה והזורע
יקנעם עילית,32.6602,35.1046,יקנעם עילית
יראון,33.0772,35.4543,יראון
ירדנה,32.5654,35.566,ירדנה
ירוחם,30.9878,34.9297,ירוחם
ירושלים - אזור תעשייה עטרות,31.8606,35.2167,ירושלים - אזור תעשייה עטרות
ירושלים - דרום,31.7377,35.1847,ירושלים - דרום
ירושלים - כפר עקב,31.8749,35.2175,ירושלים - כפר עקב
ירושלים - מזרח,31.7627,35.2403,ירושלים - מזרח
ירושלים - מערב,31.7742,35.1727,ירושלים - מערב
ירושלים - מרכז,31.7781,35.2164,ירושלים - מרכז
ירושלים - צפון,31.8211,35.2389,ירושלים - צפון
ירחיב,32.1515,34.968,ירחיב
ירכא,32.9535,35.212,ירכא
ירקונה,32.1445,34.8979,ירקונה
ישובי אומן,32.5655,35.2384,ישובי אומן
מרכז חבר,32.5483,35.2661,מרכז חבר
ישובי יעל,32.5521,35.3065,ישובי יעל
ישעי,31.753,34.9626,ישעי
ישרש,31.9157,34.8473,ישרש
יתד,31.207,34.3261,יתד
כאבול,32.87,35.2054,כאבול
כאוכב אבו אלהיג'א,32.8319,35.2487,כאוכב אבו אלהיג'א
כברי,33.021,35.147,כברי
כדורי,32.7062,35.4063,כדורי
כוכב השחר,31.9603,35.3494,כוכב השחר
כוכב יאיר - צור יגאל,32.2209,34.9924,כוכב יאיר - צור יגאל
כוכב יעקב,31.8803,35.2459,כוכב יעקב
כוכב מיכאל,31.6315,34.6678,כוכב מיכאל
כורזים ורד הגליל,32.9042,35.5508,כורזים ורד הגליל
כושי רמון,30.3066,35.1346,כושי רמון
כחל,32.8905,35.5116,כחל
כינרת מושבה,32.7238,35.5652,כינרת מושבה
כינרת קבוצה,32.7142,35.5627,כינרת קבוצה
כיסופים,31.3745,34.399,כיסופים
כיסרא סמיע,32.9723,35.3041,כיסרא סמיע
כישור,32.9467,35.2502,כישור
כלא דמון,32.7332,35.0234,כלא דמון
כליל,32.9836,35.1997,כליל
כלנית,32.8753,35.454,כלנית
כמהין,30.9103,34.4307,כמהין
כמון,32.9125,35.3555,כמון
כנות,31.8022,34.7509,כנות
כנף,32.8704,35.6979,כנף
כסייפה והפזורה,31.2347,35.0681,כסייפה והפזורה
כסלון,31.7743,35.0482,כסלון
כעביה,32.7567,35.1865,כעביה
כעביה טבאש,32.7504,35.184,כעביה טבאש
כפר אביב,31.831,34.7226,כפר אביב
כפר אדומים,31.8272,35.3372,כפר אדומים
כפר אוריה,31.7934,34.9448,כפר אוריה
כפר אחים,31.7459,34.7559,כפר אחים
כפר אלדד,31.654,35.251,כפר אלדד
כפר ביאליק,32.8214,35.0877,כפר ביאליק
כפר ביל''ו,31.870475,34.826734,כפר ביל''ו
כפר בלום,33.1725,35.6079,כפר בלום
כפר בן נון,31.8617,34.9472,כפר בן נון
כפר ברא,32.1309,34.9701,כפר ברא
כפר ברוך,32.646,35.1931,כפר ברוך
כפר גדעון,32.6446,35.2893,כפר גדעון
כפר גלים,32.7662,34.9595,כפר גלים
כפר גליקסון,32.5058,35.0035,כפר גליקסון
כפר גלעדי,33.2421,35.5741,כפר גלעדי
כפר גמילה מלכישוע,32.4386,35.4128,כפר גמילה מלכישוע
כפר דניאל,31.9335,34.9323,כפר דניאל
כפר האורנים,31.9199,35.0369,כפר האורנים
כפר החורש,32.7015,35.273,כפר החורש
כפר המכבי,32.7918,35.1148,כפר המכבי
כפר הנגיד,31.8871,34.7487,כפר הנגיד
כפר הנוער ימין אורד,32.7016,34.9898,כפר הנוער ימין אורד
כפר הנשיא,32.9747,35.6023,כפר הנשיא
כפר הס,32.2477,34.9351,כפר הס
כפר הרא''ה,32.391037,34.910917,כפר הרא''ה
כפר הרי''ף וצומת ראם,31.747,34.7909,כפר הרי''ף וצומת ראם
כפר ויתקין,32.3805,34.8753,כפר ויתקין
כפר ורבורג,31.7187,34.7287,כפר ורבורג
כפר ורדים,32.9951,35.2691,כפר ורדים
כפר זוהרים,31.6226,34.9257,כפר זוהרים
כפר זיתים,32.8116,35.4652,כפר זיתים
כפר חב''ד,31.990144,34.849103,כפר חב''ד
כפר חיטים,32.8,35.5033,כפר חיטים
כפר חיים,32.3539,34.9007,כפר חיים
כפר חנניה,32.916,35.4238,כפר חנניה
כפר חסידים,32.7523,35.0942,כפר חסידים
כפר חרוב,32.7624,35.6642,כפר חרוב
כפר טבאש,32.7485,35.1707,כפר טבאש
כפר טרומן,31.9805,34.9277,כפר טרומן
כפר ידידיה,32.3449,34.899,כפר ידידיה
כפר יהושע,32.6816,35.152,כפר יהושע
כפר יובל,33.2466,35.5964,כפר יובל
כפר יונה,32.3177,34.9336,כפר יונה
כפר יחזקאל,32.5669,35.3609,כפר יחזקאל
כפר יסיף,32.952,35.16,כפר יסיף
כפר יעבץ,32.2739,34.9655,כפר יעבץ
כפר כמא,32.7211,35.4428,כפר כמא
כפר כנא,32.7482,35.3438,כפר כנא
כפר מונש,32.3456,34.9164,כפר מונש
כפר מימון ותושיה,31.4324,34.5384,כפר מימון ותושיה
כפר מצר,32.6453,35.4221,כפר מצר
כפר מל''ל,32.167567,34.894744,כפר מל''ל
כפר מנדא,32.8124,35.2586,כפר מנדא
כפר מנחם,31.7321,34.8351,כפר מנחם
כפר מסריק,32.8912,35.0984,כפר מסריק
כפר מרדכי,31.8315,34.7566,כפר מרדכי
כפר נהר הירדן,32.7683,35.4356,כפר נהר הירדן
כפר נוער בן שמן,31.9597,34.9291,כפר נוער בן שמן
כפר נטר,32.2719,34.872,כפר נטר
כפר סאלד,33.196,35.658,כפר סאלד
כפר סבא,32.1782,34.9076,כפר סבא
כפר סילבר,31.673,34.6121,כפר סילבר
כפר סירקין,32.0767,34.9228,כפר סירקין
כפר עבודה,32.2557,34.9397,כפר עבודה
כפר עזה,31.4834,34.5323,כפר עזה
כפר עציון,31.6495,35.1152,כפר עציון
כפר פינס,32.4827,35.0021,כפר פינס
כפר קאסם,32.1141,34.9728,כפר קאסם
כפר קיש,32.6661,35.449,כפר קיש
כפר קרע,32.5055,35.0543,כפר קרע
כפר רופין,32.4576,35.5557,כפר רופין
כפר רות,31.9104,35.0353,כפר רות
כפר שמאי,32.9557,35.4579,כפר שמאי
כפר שמואל,31.8883,34.9348,כפר שמואל
כפר שמריהו,32.1871,34.8231,כפר שמריהו
כפר תבור,32.6873,35.42,כפר תבור
כפר תפוח,32.118,35.2498,כפר תפוח
כפר תקווה,32.7013,35.115,כפר תקווה
כרכום,32.9283,35.6063,כרכום
כרם ביבנה,31.817,34.7236,כרם ביבנה
כרם בן זמרה,33.0392,35.4699,כרם בן זמרה
כרם מהר''ל,32.644325,34.99145,כרם מהר''ל
כרם שלום,31.2283,34.2846,כרם שלום
כרמי יוסף,31.848,34.9213,כרמי יוסף
כרמי צור,31.6095,35.1013,כרמי צור
כרמי קטיף,31.5378,34.912,כרמי קטיף
כרמיאל,32.9147,35.2924,כרמיאל
כרמיה,31.6027,34.5404,כרמיה
כרמים,31.3337,34.9179,כרמים
כרמית,31.3322,34.8968,כרמית
כרמל,31.4318,35.1828,כרמל
לבון,32.9412,35.2865,לבון
לביא,32.7876,35.4407,לביא
לבנים,32.8638,35.4975,לבנים
להב,31.3794,34.8713,להב
להבות הבשן,33.1412,35.6479,להבות הבשן
להבות חביבה,32.3952,35.0118,להבות חביבה
להבים,31.3738,34.817,להבים
לוד,31.951,34.8881,לוד
לוזית,31.6882,34.8882,לוזית
לוחמי הגטאות,32.9627,35.0967,לוחמי הגטאות
לוטם וחמדון,32.8809,35.36,לוטם וחמדון
לוטן,29.9883,35.0868,לוטן
לטרון,31.8369,34.9772,לטרון
לימן,33.0587,35.1118,לימן
לכיש,31.5609,34.8441,לכיש
לפיד,31.917,35.0318,לפיד
לפידות,32.9598,35.261,לפידות
לקיה והפזורה,31.3249,34.8662,לקיה והפזורה
מאור,32.4258,35.0053,מאור
מאיר שפיה,32.5912,34.9711,מאיר שפיה
מבוא ביתר,31.7226,35.1067,מבוא ביתר
מבוא דותן,32.4208,35.1739,מבוא דותן
מבוא חורון,31.8496,35.035,מבוא חורון
מבוא חמה,32.7367,35.6552,מבוא חמה
מבוא מודיעים,31.9339,34.988,מבוא מודיעים
מבואות יריחו,31.9074,35.4156,מבואות יריחו
מבועים,31.4494,34.655,מבועים
"מבטחים, עמיעוז, ישע",31.2426,34.4065,"מבטחים, עמיעוז, ישע"
מבקיעים,31.6225,34.5774,מבקיעים
מבשרת ציון,31.8041,35.1579,מבשרת ציון
מג'דל כרום,32.9201,35.2566,מג'דל כרום
מג'דל שמס,33.2691,35.7721,מג'דל שמס
מגדים,32.7277,34.9609,מגדים
מגדל,32.8395,35.4998,מגדל
מגדל העמק,32.6778,35.2417,מגדל העמק
מגדל עוז,31.6409,35.1431,מגדל עוז
מגדל תפן,32.9767,35.278,מגדל תפן
מגדלים,32.0899,35.3426,מגדלים
קיבוץ מגידו,32.5785,35.1805,קיבוץ מגידו
מגל,32.3856,35.0361,מגל
מגן,31.2987362,34.4269827,מגן
מגן שאול,32.5215,35.3064,מגן שאול
מגרון,31.874167,35.259588,מגרון
מגשימים,32.0444,34.8998,מגשימים
מדרך עוז,32.5946,35.158,מדרך עוז
מדרשת בן גוריון,30.8523,34.7834,מדרשת בן גוריון
מודיעין,31.8903,35.0104,מודיעין
מודיעין - ישפרו סנטר,31.8898056,34.9649992,מודיעין - ישפרו סנטר
מודיעין - ליגד סנטר,31.9211897,34.9701743,מודיעין - ליגד סנטר
מודיעין עילית,31.9325,35.0423,מודיעין עילית
מולדת,32.5862,35.4389,מולדת
מועאוויה,32.5319,35.1029,מועאוויה
מרכז אזורי דרום השרון,32.1336,34.912,מרכז אזורי דרום השרון
מרכז אזורי מבואות חרמון,33.1209,35.5699,מרכז אזורי מבואות חרמון
מרכז אזורי מרום גליל,32.998,35.4415,מרכז אזורי מרום גליל
מוצא עילית,31.7936,35.157,מוצא עילית
מוקיבלה,32.5151,35.2948,מוקיבלה
מורן,32.9216,35.3948,מורן
מורשת,32.8261,35.232,מורשת
מזור,32.0507,34.9314,מזור
מזכרת בתיה,31.8532,34.8424,מזכרת בתיה
מזרע,32.6499,35.2864,מזרע
מזרעה,32.9837,35.0989,מזרעה
מחולה,32.3653,35.516,מחולה
מחניים,32.9888,35.5704,מחניים
מחסיה,31.7489,35.0073,מחסיה
מטווח ניר עם,31.5128,34.5543,מטווח ניר עם
מטולה,33.2772,35.5782,מטולה
מטע,31.7165,35.0606,מטע
מי עמי,32.505,35.1464,מי עמי
מייסר,32.4452,35.0421,מייסר
מיצד,31.5862,35.1876,מיצד
מיצר,32.7686,35.7364,מיצר
מירב,32.452,35.4225,מירב
מירון,32.9852,35.4416,מירון
מישר,31.8159,34.7526,מישר
מיתר,31.327,34.9432,מיתר
מכון וינגייט,32.263,34.837,מכון וינגייט
מכורה,32.1642,35.4236,מכורה
מכמורת,32.4065,34.8716,מכמורת
מכמנים,32.9075,35.3287,מכמנים
מלונות ים המלח מרכז,31.1803,35.3645,מלונות ים המלח מרכז
מלכיה,33.0986,35.5096,מלכיה
ממשית,31.0345,35.0478,ממשית
מנוחה,31.6562,34.7773,מנוחה
מנוף,32.8533,35.2374,מנוף
מנות,33.0387,35.1952,מנות
מנחמיה,32.6643,35.5553,מנחמיה
מנחת מחניים,32.9781,35.572,מנחת מחניים
מנרה,33.1954,35.5437,מנרה
מנשית זבדה,32.7062,35.1924,מנשית זבדה
מסד,32.8442,35.4232,מסד
מסדה,32.6823,35.5977,מסדה
מסילות,32.4974,35.4747,מסילות
מסילת ציון,31.8014,35.0095,מסילת ציון
מסלול,31.3253422,34.5885811,מסלול
מסעדה,33.2321,35.7556,מסעדה
מע'אר,32.8907,35.4046,מע'אר
מעברות,32.3642,34.9057,מעברות
"מעגלים, גבעולים, מלילות",31.392,34.5943,"מעגלים, גבעולים, מלילות"
מעגן,32.7063,35.6006,מעגן
מעגן מיכאל,32.5587,34.9178,מעגן מיכאל
מעוז חיים,32.4941,35.5508,מעוז חיים
מעון,31.4146,35.1639,מעון
מעון צופיה,31.8557,34.7379,מעון צופיה
מעונה,33.0169,35.2636,מעונה
מעיין ברוך,33.2393,35.6094,מעיין ברוך
מעיין צבי,32.5685,34.9406,מעיין צבי
מעיליא,33.0272,35.2563,מעיליא
מעלה אדומים,31.7774,35.298,מעלה אדומים
מעלה אפרים,32.0713,35.4039,מעלה אפרים
מעלה גלבוע,32.4761,35.4206,מעלה גלבוע
מעלה גמלא,32.8883,35.686,מעלה גמלא
מעלה החמישה,31.8174,35.1094,מעלה החמישה
מעלה חבר,31.4871,35.1651,מעלה חבר
מעלה לבונה,32.0544,35.2395,מעלה לבונה
מעלה מכמש,31.8791,35.3059,מעלה מכמש
מעלה עירון,32.5541,35.1825,מעלה עירון
מעלה עמוס,31.5969,35.2294,מעלה עמוס
מעלה צביה,32.8894,35.3314,מעלה צביה
מעלה רחבעם,31.6494,35.2589,מעלה רחבעם
מעלה שומרון,32.1654,35.0697,מעלה שומרון
מעלות תרשיחא,33.015,35.276,מעלות תרשיחא
מענית,32.458,35.0266,מענית
מעש,32.0635,34.8926,מעש
מפלסים,31.5022,34.5617,מפלסים
מצדה,31.3114,35.3627,מצדה
מצובה,33.0623,35.1557,מצובה
מצוקי דרגות,31.591,35.3933,מצוקי דרגות
מצליח,31.9064,34.8713,מצליח
מצפה,32.79,35.5079,מצפה
מצפה אבי''ב,32.837951,35.201059,מצפה אבי''ב
מצפה אילן,32.4614,35.0689,מצפה אילן
מצפה יריחו,31.8157,35.3954,מצפה יריחו
מצפה נטופה,32.8017,35.3835,מצפה נטופה
מצפה רמון,30.6102,34.8019,מצפה רמון
מצפה שלם,31.5689,35.4004,מצפה שלם
מצר,32.4402,35.0477,מצר
מקווה ישראל,32.03,34.7829,מקווה ישראל
מרגליות,33.2165,35.5444,מרגליות
מרום גולן,33.1326,35.7771,מרום גולן
מרחב עם,30.888,34.8282,מרחב עם
מרחביה מושב,32.6048,35.316,מרחביה מושב
מרחביה קיבוץ,32.6059,35.3073,מרחביה קיבוץ
מרחצאות עין גדי,31.4173,35.3785,מרחצאות עין גדי
מרכז אזורי מגילות,31.7738,35.5038,מרכז אזורי מגילות
מרכז אזורי משגב,32.8588,35.2598,מרכז אזורי משגב
מרכז ימי קיסריה,32.5017,34.8925,מרכז ימי קיסריה
מרכז מיר''ב,32.64726,34.964089,מרכז מיר''ב
מרכז שפירא,31.6969,34.7073,מרכז שפירא
מרעית,31.2812,35.0534,מרעית
משאבי שדה,31.004,34.785,משאבי שדה
משגב דב,31.8191,34.7392,משגב דב
משגב עם,33.2476,35.5485,משגב עם
משהד,32.7389,35.3225,משהד
משואה,32.1124,35.4914,משואה
משואות יצחק,31.7026,34.69,משואות יצחק
משכיות,32.3179,35.5028,משכיות
משמר איילון,31.8725,34.9433,משמר איילון
משמר דוד,31.8236,34.9007,משמר דוד
משמר הירדן,33.0035,35.5983,משמר הירדן
משמר הנגב,31.3648,34.718,משמר הנגב
משמר העמק,32.6101,35.1427,משמר העמק
משמר השבעה,32.0109,34.8223,משמר השבעה
משמר השרון,32.3563,34.9043,משמר השרון
משמרות,32.4865,34.9839,משמרות
משמרת,32.2276,34.9221,משמרת
משען,31.6569,34.6216,משען
מתחם בני דרום,31.8233,34.6994,מתחם בני דרום
מתחם פי גלילות,32.1384,34.8045,מתחם פי גלילות
מתחם צומת שוקת,31.3095,34.8982,מתחם צומת שוקת
מתן,32.1594,34.9732,מתן
מתת,33.0417,35.3567,מתת
מתתיהו,31.9297,35.035,מתתיהו
נאות גולן,32.787,35.6932,נאות גולן
נאות הכיכר,30.9334,35.3781,נאות הכיכר
נאות מרדכי,33.1598,35.5956,נאות מרדכי
נאות סמדר,30.0491,35.0281,נאות סמדר
נעורה,32.6082,35.3937,נעורה
נבטים,31.2198,34.8825,נבטים
נבי סמואל,31.8329,35.1811,נבי סמואל
נגבה,31.6625,34.6796,נגבה
נגוהות,31.4931,34.9833,נגוהות
נהורה,31.6213,34.7045,נהורה
נהלל,32.6908,35.1961,נהלל
נהריה,33.0085,35.0981,נהריה
נוב,32.8329,35.7836,נוב
נוגה,31.6257,34.6953,נוגה
נווה,31.1622,34.3298,נווה
נווה אור,32.589,35.5545,נווה אור
נווה אטי''ב,33.26202,35.740574,נווה אטי''ב
נווה אילן,31.8076,35.0809,נווה אילן
נוה איתן,32.4917,35.5322,נוה איתן
נווה דניאל,31.6763,35.1433,נווה דניאל
נווה זוהר,31.1521,35.3648,נווה זוהר
נווה זיו,33.0274,35.1843,נווה זיו
נווה חריף,30.0398,35.0365,נווה חריף
נווה ים,32.6798,34.9319,נווה ים
נווה ימין,32.1717,34.9394,נווה ימין
נווה ירק,32.1327,34.9255,נווה ירק
נווה מבטח,31.8068,34.7412,נווה מבטח
נווה מיכאל - רוגלית,31.6728,35.0037,נווה מיכאל - רוגלית
נווה שלום,31.8174,34.9783,נווה שלום
נועם,31.5686,34.7882,נועם
נוף איילון,31.8712,34.9913,נוף איילון
נופי נחמיה,32.0982,35.2359,נופי נחמיה
נופי פרת,31.8235,35.3199,נופי פרת
נופים,32.1555,35.0998,נופים
נופית,32.7634,35.1483,נופית
נופך,32.0437,34.9203,נופך
נוקדים,31.6458,35.2504,נוקדים
נורדיה,32.3147,34.8968,נורדיה
נורית,32.5432,35.3558,נורית
נחושה,31.6288,34.9527,נחושה
נחל עוז,31.4727,34.4977,נחל עוז
נחלה,31.66,34.7928,נחלה
נחליאל,31.9735,35.1404,נחליאל
נחלים,32.0586,34.9136,נחלים
נחם,31.7665,35.0036,נחם
נחף,32.9347,35.3165,נחף
נחשולים,32.6131,34.9222,נחשולים
נחשון,31.8316,34.956,נחשון
נחשונים,32.0632,34.947,נחשונים
נטועה,33.0654,35.3234,נטועה
נטור,32.8541,35.7526,נטור
נטע,31.4761,34.9268,נטע
נטעים,31.9457,34.7751,נטעים
נטף,31.8313,35.0696,נטף
ניל''י,31.963415,35.04727,ניל''י
נין,32.631,35.3494,נין
ניצן,31.7375,34.6308,ניצן
ניצנה,30.886,34.4226,ניצנה
ניצני עוז,32.3061,35.0033,ניצני עוז
ניצנים,31.7178,34.6346,ניצנים
ניר אליהו,32.1976,34.9494,ניר אליהו
ניר בנים,31.6712,34.755,ניר בנים
ניר גלים,31.8255,34.6825,ניר גלים
ניר דוד,32.5041,35.4576,ניר דוד
ניר ח''ן,31.608906,34.714282,ניר ח''ן
ניר יצחק,31.236,34.3567,ניר יצחק
ניר ישראל,31.6922,34.6381,ניר ישראל
ניר משה,31.4775,34.6301,ניר משה
ניר עוז,31.3097,34.4021,ניר עוז
ניר עציון,32.6991,34.9925,ניר עציון
ניר עקיבא,31.4699,34.6462,ניר עקיבא
ניר צבי,31.9544,34.8615,ניר צבי
נירים,31.3357,34.3941,נירים
נירית,32.1462,34.9848,נירית
נמרוד,33.2453,35.7516,נמרוד
נס הרים,31.7442,35.0594,נס הרים
נס עמים,32.9655,35.1216,נס עמים
נס ציונה,31.9321,34.8013,נס ציונה
נעורים,32.3713,34.8614,נעורים
נעלה,31.9626,35.066,נעלה
נעמה,31.9076,35.4662,נעמה
נען,31.8832,34.8592,נען
נערן,31.9682,35.4539,נערן
נצר חזני,31.8214,34.8626,נצר חזני
נצר סרני,31.9228,34.8212,נצר סרני
נצרת,32.6996,35.3035,נצרת
נוף הגליל,32.71,35.3227,נוף הגליל
נריה,31.954293,35.127604,נריה
נשר,32.7649,35.0492,נשר
נתיב הגדוד,31.9894,35.4433,נתיב הגדוד
נתיב הל''ה,31.687184,34.982523,נתיב הל''ה
נתיב העשרה,31.5724,34.5393,נתיב העשרה
נתיב השיירה,32.9912,35.1307,נתיב השיירה
נתיבות,31.4232,34.5953,נתיבות
נתניה - מזרח,32.3001,34.8727,נתניה - מזרח
נתניה - מערב,32.3095,34.8542,נתניה - מערב
סאג'ור,32.9431,35.3436,סאג'ור
סאסא,33.0287,35.3946,סאסא
סביון,32.0456,34.8766,סביון
סגולה,31.6695,34.7784,סגולה
סואעד חמירה,32.7669,35.1682,סואעד חמירה
סולם,32.6056,35.3343,סולם
סוסיא,31.3866,35.1204,סוסיא
סופה,31.2383,34.342,סופה
סינמה סיטי גלילות,32.1473,34.8063,סינמה סיטי גלילות
סכנין,32.8642,35.2945,סכנין
סלמה,32.8932,35.3705,סלמה
סלעית,32.2426,35.0513,סלעית
סמר,29.834,35.0222,סמר
סנדלה,32.5224,35.3244,סנדלה
סנסנה,31.3618,34.901,סנסנה
סעד,31.4702,34.5344,סעד
סעייה-מולדה והפזורה,31.251,34.9528,סעייה-מולדה והפזורה
סער,33.0287,35.1092,סער
ספיר,30.6139,35.1845,ספיר
ספסופה - כפר חושן,33.0131,35.4402,ספסופה - כפר חושן
סתריה,31.8899,34.8421,סתריה
עבדון,33.0488,35.1791,עבדון
עבדת,30.7923,34.7687,עבדת
עברון,32.9911,35.1,עברון
ע'ג'ר,33.2728,35.6242,ע'ג'ר
עגור,31.6975,34.912,עגור
עדי,32.7824,35.1734,עדי
עדי עד,32.0398,35.3352,עדי עד
עדנים,32.1388,34.9091,עדנים
עוזה,31.593,34.7645,עוזה
עוזייר,32.7906,35.3269,עוזייר
עולש,32.332,34.9853,עולש
עומר,31.2643,34.8499,עומר
עופר,32.6219,34.9835,עופר
עופרים,32.0186,35.0446,עופרים
עוצם,31.6377,34.7051,עוצם
עזוז,30.7922,34.4724,עזוז
עזר,31.7362,34.6714,עזר
עזריאל,32.2628,34.9711,עזריאל
עזריה,31.8905,34.9119,עזריה
עזריקם,31.7517,34.6948,עזריקם
עטרת,32.0012,35.177,עטרת
עידן,30.8063,35.2999,עידן
עיינות,31.9158,34.7681,עיינות
עילבון,32.8379,35.4,עילבון
עילוט,32.7173,35.2615,עילוט
עין איילה,32.63,34.9443,עין איילה
עין אל אסד,32.9408,35.401,עין אל אסד
עין אל-סהלה,32.4915,35.1175,עין אל-סהלה
עין בוקק,31.2002,35.3625,עין בוקק
עין גב,32.7834,35.6401,עין גב
עין גדי,31.4512,35.3836,עין גדי
עין דור,32.6555,35.4164,עין דור
עין הבשור,31.2809,34.4434,עין הבשור
עין הוד,32.7003,34.9827,עין הוד
עין החורש,32.3859,34.94,עין החורש
עין המפרץ,32.9026,35.093,עין המפרץ
עין הנצי''ב,32.47071,35.501973,עין הנצי''ב
עין העמק,32.6297,35.0822,עין העמק
עין השופט,32.5968,35.1004,עין השופט
עין השלושה,31.3517,34.4035,עין השלושה
עין ורד,32.2645,34.9307,עין ורד
עין זיוון,33.0965,35.7963,עין זיוון
עין חוד,32.6914,34.9991,עין חוד
עין חצבה,30.7972,35.2453,עין חצבה
עין חרוד,32.5631,35.3917,עין חרוד
עין יהב,30.6588,35.2397,עין יהב
עין יעקב,33.0093,35.229,עין יעקב
עין כמונים,32.9194,35.4301,עין כמונים
עין כרמל,32.6779,34.9537,עין כרמל
עין מאהל,32.7243,35.3534,עין מאהל
עין נקובא,31.7939,35.1197,עין נקובא
עין עירון,32.4844,35.0101,עין עירון
עין צורים,31.6949,34.7187,עין צורים
עין קנייא,33.2367,35.7313,עין קנייא
עין ראפה,31.7906,35.1165,עין ראפה
עין שמר,32.4619,35.0067,עין שמר
עין שריד,32.2749,34.9342,עין שריד
עין תמר,30.9436,35.3741,עין תמר
עינבר,32.9097,35.4237,עינבר
עינת,32.0819,34.9375,עינת
עיר אובות,30.809,35.2444,עיר אובות
עכו,32.9331,35.0827,עכו
עכו - אזור תעשייה,32.8984,35.0863,עכו - אזור תעשייה
עלומים,31.453,34.5147,עלומים
עלי,32.0712,35.2669,עלי
עלי זהב,32.0722,35.0641,עלי זהב
עלמה,33.0519,35.4996,עלמה
עלמון,31.8321,35.2968,עלמון
עמוקה,32.9977,35.5248,עמוקה
עמיחי,32.0464,35.3283,עמיחי
עמינדב,31.7517,35.1424,עמינדב
עמיעד,32.9304,35.5405,עמיעד
עמיקם,32.5646,35.0203,עמיקם
עמיר,33.1777,35.6198,עמיר
עמנואל,32.1607,35.136,עמנואל
עמקה,32.9777,35.1618,עמקה
ענב,32.2836,35.1252,ענב
עספיא,32.7207,35.0591,עספיא
עפולה,32.6105,35.2879,עפולה
עפרה,31.9551,35.2603,עפרה
עץ אפרים,32.1194,35.0464,עץ אפרים
עצמון - שגב,32.8658,35.2523,עצמון - שגב
עראבה,32.8537,35.3372,עראבה
ערב אל עראמשה,33.0888,35.2288,ערב אל עראמשה
ערב אל-נעים,32.8881,35.2901,ערב אל-נעים
ערד,31.2614,35.2149,ערד
ערוגות,31.7328,34.7762,ערוגות
ערערה,32.4963,35.0973,ערערה
ערערה בנגב,31.1561,35.023,ערערה בנגב
עשאהל,31.373,35.0435,עשאהל
עשרת,31.8249,34.7475,עשרת
עתלית,32.6909,34.9429,עתלית
עתניאל,31.4388,35.0282,עתניאל
פארן,30.3626,35.1551,פארן
פארק תעשיות פלמחים,31.9532,34.7675,פארק תעשיות פלמחים
פארק תעשייה ראם,31.7682,34.7552,פארק תעשייה ראם
פדואל,32.0625,35.0526,פדואל
פדויים,31.3263,34.6121,פדויים
פדיה,31.8578,34.8838,פדיה
פוריה כפר עבודה,32.7198,35.5456,פוריה כפר עבודה
פוריה נווה עובד,32.7438,35.5381,פוריה נווה עובד
פוריה עילית,32.7327,35.5462,פוריה עילית
פוריידיס,32.5974,34.9519,פוריידיס
פורת,32.2771,34.9488,פורת
פטיש,31.3278,34.56,פטיש
פלך,32.9336,35.233,פלך
פלמחים,31.9327,34.7069,פלמחים
פני קדם,31.5895,35.1951,פני קדם
פנימיית עין כרם,31.7788,35.1533,פנימיית עין כרם
פסגות,31.9,35.2239,פסגות
פסוטה,33.0478,35.3088,פסוטה
פעמי תש''ז,31.4383,34.6921,פעמי תש''ז
פצאל,32.0435,35.4438,פצאל
פקיעין,32.9762,35.3358,פקיעין
פרדס חנה-כרכור,32.4753,34.9771,פרדס חנה-כרכור
פרדסיה,32.305,34.9117,פרדסיה
פרוד,32.9331,35.4343,פרוד
פרי גן,31.222,34.3559,פרי גן
פתח תקווה,32.084,34.8878,פתח תקווה
פתחיה,31.867,34.8869,פתחיה
צאלים,31.2039,34.5334,צאלים
צבעון,33.0264,35.4167,צבעון
צובה,31.7844,35.118,צובה
"צוחר, אוהד",31.2364,34.4287,"צוחר, אוהד"
צופים,32.1979,35.0107,צופים
צופית,32.1949,34.9201,צופית
צופר,30.5594,35.1815,צופר
צוקים,30.4916,35.1654,צוקים
צור הדסה,31.7194,35.097,צור הדסה
צור יצחק,32.2415,34.998,צור יצחק
צור משה,32.2989,34.9131,צור משה
צור נתן,32.2397,35.014,צור נתן
צוריאל,33.0065,35.3148,צוריאל
צורית גילון,32.9043,35.2322,צורית גילון
ציפורי,32.7467,35.2764,ציפורי
צלפון,31.8056,34.9318,צלפון
צפריה,32.0043,34.8547,צפריה
צפרירים,31.6596,34.9443,צפרירים
צפת,32.9646,35.496,צפת
צרופה,32.6478,34.9465,צרופה
צרעה,31.7627,34.9669,צרעה
